2;Radioisotope;Radioisotopes;Particle;Angular acceleration 
2;Joule;Joule;Photon;Angular momentum
2;Kinetische Energie;Kinetic Energy;Plasma ;Angular motion 
2;Kinetik;Kinetics;Position ;Angular velocity
2;Kinetische Theorie der Gase;Kinetic Theory of Gases;Potential Energy;Anharmonic 
2;Breite;Latitude ;Quark ;Anharmonic oscillator
2;Objektiv;Lens ;Quanta;Annihilation 
2;Lepton;Lepton ;Radiation;Anti
2;Eben;Level ;Reference ;Astrophysics 
2;Hell;Light;Reference system;Atom
2;Linear;Linear;Reflection ;Axiom 
2;Längengrad;Longitude;Refraction;background
3;Lumineszierend;Luminescent;Relativity;background activity 
3;Magnetisch;Magnetic ;Spectrum;background radiation 
3;Manometer;Manometer;Speed;balance
3;Molekül;Molecule ;Elasticity ;battery 
3;Moment;Moment ;Electromagnetic ;beam
3;Schwung;Momentum ;Electromagnetic Field;beta decay
3;Notation;Notation;Electromagnetic ;beta ray 
3;natürliche Strahlung;natural radiation;Force;beta ray spectromett
3;Nebel;Nebulae;Fusion ;beta decay
3;Umlaufbahn;Orbit;Frequency ;biophysics 
3;Oszillieren;Oscillate;gravitation;black-body radiation
3;Optik;Optics;Gravity ;black hole 
3;Partikel;Particle;Hadron;Bohr magneton 
3;Photonen;Photon;Harmonic;Collider 
3;Plasma;Plasma ;Inertia ;Covariance 
3;Position;Position ;Infrasound;Concave 
3;Potenzielle Energie;Potential Energy;isotopes;Convex 
3;Quark;Quark ;Radioisotopes;Dynamic
3;Quanten;Quanta;Joule;Distortion
3;Strahlung;Radiation;Kinetic Energy;Diffraction
3;Bezug;Reference ;Kinetics;Electricity
3;Referenzsystem;Reference system;Kinetic Theory of Gases;Elasticity 
3;Betrachtung;Reflection ;Latitude ;Magnetic 
3;Brechung;Refraction;Lens ;Manometer
3;Relativität;Relativity;Lepton ;Molecule 
3;Spektrum;Spectrum;Level ;Moment 
3;Geschwindigkeit;Speed;Light;Momentum 
3;Supraleitung;Superconductivity ;Linear;Notation
3;Symmetrie;Symmetry ;Longitude;natural radiation
3;Synchronisation;Synchronisation;Luminescent;Nebulae
3;System;System ;Magnetic ;Orbit
3;Tensor;Tensor;Optics;Oscillate
3;Temperatur;temperature;Particle;Optics
3;Drehung;Torsion;Photon;Particle
3;Flugbahn;Trajectory;Plasma ;Photon
3;Durchscheinend;Translucent ;Position ;Plasma 
3;Terrestrische Schwerkraft;Terrestrial Gravity;Potential Energy;Position 
3;Totale interne Reflexion;Total Internal Reflection ;Quark ;Potential Energy
3;Geschwindigkeit;Velocity;Quanta;Quark 
3;Virtuell;Virtual ;Radiation;Quanta
3;Viskosität;Viscosity ;Reference ;Radiation
3;Wirbel;Vortex ;Reference system;Reference 
3;Vakuum;Vacuum;Reflection ;Reference system
